item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_001209,ORD_005368,Fashion,Product 1209,2,669.46,1338.92
ITEM_001210,ORD_004280,Home & Kitchen,Product 1210,3,528.57,1585.71
ITEM_001211,ORD_005313,Electronics,Product 1211,2,435.59,871.19
ITEM_001212,ORD_000991,Fashion,Product 1212,1,600.22,600.22
ITEM_001213,ORD_006962,Fashion,Product 1213,2,573.12,1146.24
ITEM_001214,ORD_004215,Groceries,Product 1214,2,564.23,1128.46
ITEM_001215,ORD_001508,Fashion,Product 1215,1,766.16,766.16
ITEM_001216,ORD_007396,Home & Kitchen,Product 1216,3,453.1,1359.31
ITEM_001217,ORD_004416,Fashion,Product 1217,1,593.37,593.37
ITEM_001218,ORD_005313,Fashion,Product 1218,2,403.09,806.18
ITEM_001219,ORD_001368,Beauty,Product 1219,1,317.53,317.53
ITEM_001220,ORD_006700,Fashion,Product 1220,3,404.33,1212.98
ITEM_001221,ORD_003391,Fashion,Product 1221,3,74.17,222.51
ITEM_001222,ORD_000709,Fashion,Product 1222,2,300.41,600.82
ITEM_001223,ORD_006060,Fashion,Product 1223,1,758.87,758.87
ITEM_001224,ORD_007736,Groceries,Product 1224,2,203.51,407.02
ITEM_001225,ORD_001943,Groceries,Product 1225,2,50.34,100.68
ITEM_001226,ORD_003726,Groceries,Product 1226,2,790.01,1580.02
ITEM_001227,ORD_004948,Home & Kitchen,Product 1227,3,264.36,793.07
ITEM_001228,ORD_002645,Electronics,Product 1228,3,651.94,1955.81
ITEM_001229,ORD_006504,Electronics,Product 1229,2,294.86,589.72
ITEM_001230,ORD_003111,Home & Kitchen,Product 1230,2,493.16,986.31
ITEM_001231,ORD_001940,Home & Kitchen,Product 1231,2,295.83,591.65
ITEM_001232,ORD_004775,Beauty,Product 1232,3,652.45,1957.35
ITEM_001233,ORD_004578,Electronics,Product 1233,3,206.51,619.53
ITEM_001234,ORD_002968,Fashion,Product 1234,1,787.73,787.73
ITEM_001235,ORD_001870,Electronics,Product 1235,1,137.95,137.95
ITEM_001236,ORD_006712,Electronics,Product 1236,3,379.79,1139.38
ITEM_001237,ORD_003057,Fashion,Product 1237,2,528.76,1057.53
ITEM_001238,ORD_005527,Home & Kitchen,Product 1238,2,706.84,1413.68
ITEM_001239,ORD_005383,Home & Kitchen,Product 1239,3,198.18,594.55
ITEM_001240,ORD_002477,Electronics,Product 1240,1,584.41,584.41
ITEM_001241,ORD_000622,Home & Kitchen,Product 1241,3,309.9,929.71
ITEM_001242,ORD_005633,Electronics,Product 1242,2,418.38,836.76
ITEM_001243,ORD_006215,Groceries,Product 1243,1,651.12,651.12
ITEM_001244,ORD_006298,Fashion,Product 1244,3,277.14,831.42
ITEM_001245,ORD_000738,Electronics,Product 1245,3,58.2,174.59
ITEM_001246,ORD_004272,Home & Kitchen,Product 1246,1,692.17,692.17
ITEM_001247,ORD_006346,Fashion,Product 1247,2,764.72,1529.44
ITEM_001248,ORD_006646,Fashion,Product 1248,1,769.34,769.34
ITEM_001249,ORD_000678,Home & Kitchen,Product 1249,1,750.2,750.2
ITEM_001250,ORD_002595,Home & Kitchen,Product 1250,1,693.18,693.18
ITEM_001251,ORD_005531,Electronics,Product 1251,2,538.24,1076.47
ITEM_001252,ORD_000070,Groceries,Product 1252,3,586.74,1760.22
ITEM_001253,ORD_005362,Electronics,Product 1253,3,98.18,294.55
ITEM_001254,ORD_007340,Fashion,Product 1254,2,105.86,211.71
ITEM_001255,ORD_007388,Fashion,Product 1255,3,782.05,2346.15
ITEM_001256,ORD_005108,Groceries,Product 1256,1,389.37,389.37
ITEM_001257,ORD_001597,Home & Kitchen,Product 1257,1,110.54,110.54
ITEM_001258,ORD_004746,Electronics,Product 1258,3,588.62,1765.85
ITEM_001259,ORD_002127,Home & Kitchen,Product 1259,1,327.57,327.57
ITEM_001260,ORD_002787,Electronics,Product 1260,2,95.36,190.72
ITEM_001261,ORD_001787,Electronics,Product 1261,3,299.53,898.59
ITEM_001262,ORD_005029,Home & Kitchen,Product 1262,3,767.63,2302.89
ITEM_001263,ORD_003292,Home & Kitchen,Product 1263,1,236.37,236.37
ITEM_001264,ORD_007414,Home & Kitchen,Product 1264,1,783.03,783.03
ITEM_001265,ORD_005476,Home & Kitchen,Product 1265,2,195.63,391.26
ITEM_001266,ORD_000829,Home & Kitchen,Product 1266,1,314.69,314.69
ITEM_001267,ORD_001823,Home & Kitchen,Product 1267,3,88.05,264.16
ITEM_001268,ORD_005769,Fashion,Product 1268,2,170.09,340.19
ITEM_001269,ORD_003171,Fashion,Product 1269,3,377.54,1132.61
ITEM_001270,ORD_002721,Fashion,Product 1270,1,361.83,361.83
ITEM_001271,ORD_005336,Fashion,Product 1271,1,698.86,698.86
ITEM_001272,ORD_004995,Home & Kitchen,Product 1272,3,779.74,2339.23
ITEM_001273,ORD_004269,Electronics,Product 1273,3,303.02,909.07
ITEM_001274,ORD_007502,Home & Kitchen,Product 1274,3,161.53,484.58
ITEM_001275,ORD_004287,Fashion,Product 1275,1,695.67,695.67
ITEM_001276,ORD_007097,Electronics,Product 1276,3,508.41,1525.22
ITEM_001277,ORD_000433,Beauty,Product 1277,3,500.35,1501.04
ITEM_001278,ORD_007241,Electronics,Product 1278,1,119.29,119.29
ITEM_001279,ORD_004121,Electronics,Product 1279,2,461.87,923.74
ITEM_001280,ORD_001878,Fashion,Product 1280,3,413.09,1239.26
ITEM_001281,ORD_007660,Home & Kitchen,Product 1281,1,135.23,135.23
ITEM_001282,ORD_002181,Fashion,Product 1282,1,186.05,186.05
ITEM_001283,ORD_004392,Home & Kitchen,Product 1283,2,153.97,307.95
ITEM_001284,ORD_001865,Groceries,Product 1284,2,738.6,1477.21
ITEM_001285,ORD_007194,Beauty,Product 1285,3,620.55,1861.65
ITEM_001286,ORD_000294,Groceries,Product 1286,3,772.88,2318.65
ITEM_001287,ORD_004291,Beauty,Product 1287,2,463.42,926.84
ITEM_001288,ORD_001192,Electronics,Product 1288,2,616.91,1233.82
ITEM_001289,ORD_005395,Home & Kitchen,Product 1289,1,616.51,616.51
ITEM_001290,ORD_001026,Electronics,Product 1290,1,327.71,327.71
ITEM_001291,ORD_002820,Home & Kitchen,Product 1291,1,299.29,299.29
ITEM_001292,ORD_000394,Home & Kitchen,Product 1292,1,138.2,138.2
ITEM_001293,ORD_003913,Home & Kitchen,Product 1293,1,756.91,756.91
ITEM_001294,ORD_005857,Beauty,Product 1294,1,111.72,111.72
ITEM_001295,ORD_006849,Home & Kitchen,Product 1295,2,255.09,510.18
ITEM_001296,ORD_003779,Groceries,Product 1296,3,594.63,1783.89
ITEM_001297,ORD_003120,Home & Kitchen,Product 1297,2,764.31,1528.62
ITEM_001298,ORD_006736,Fashion,Product 1298,3,353.73,1061.2
ITEM_001299,ORD_001542,Home & Kitchen,Product 1299,1,261.57,261.57
ITEM_001300,ORD_005059,Groceries,Product 1300,1,444.26,444.26
ITEM_001301,ORD_000559,Beauty,Product 1301,3,755.26,2265.77
ITEM_001302,ORD_004246,Electronics,Product 1302,2,698.17,1396.34
ITEM_001303,ORD_003312,Fashion,Product 1303,1,79.3,79.3
ITEM_001304,ORD_004962,Electronics,Product 1304,1,447.03,447.03
ITEM_001305,ORD_004855,Groceries,Product 1305,1,131.82,131.82
ITEM_001306,ORD_001348,Beauty,Product 1306,2,636.06,1272.11
ITEM_001307,ORD_007713,Home & Kitchen,Product 1307,2,441.03,882.07
ITEM_001308,ORD_006119,Fashion,Product 1308,1,97.27,97.27
ITEM_001309,ORD_001471,Electronics,Product 1309,1,248.75,248.75
ITEM_001310,ORD_002468,Fashion,Product 1310,1,382.68,382.68
ITEM_001311,ORD_007850,Fashion,Product 1311,1,768.91,768.91
ITEM_001312,ORD_004241,Electronics,Product 1312,2,383.23,766.46
ITEM_001313,ORD_004775,Fashion,Product 1313,3,170.22,510.67
ITEM_001314,ORD_003258,Home & Kitchen,Product 1314,1,412.24,412.24
ITEM_001315,ORD_005882,Fashion,Product 1315,3,181.29,543.87
ITEM_001316,ORD_006993,Electronics,Product 1316,2,522.23,1044.46
ITEM_001317,ORD_003445,Beauty,Product 1317,3,607.44,1822.31
ITEM_001318,ORD_002382,Fashion,Product 1318,3,619.71,1859.14
ITEM_001319,ORD_004209,Fashion,Product 1319,1,217.84,217.84
ITEM_001320,ORD_001489,Electronics,Product 1320,3,584.26,1752.77
ITEM_001321,ORD_004790,Groceries,Product 1321,1,508.47,508.47
ITEM_001322,ORD_004909,Fashion,Product 1322,2,665.91,1331.83
ITEM_001323,ORD_007721,Fashion,Product 1323,1,240.96,240.96
ITEM_001324,ORD_006060,Fashion,Product 1324,1,662.2,662.2
ITEM_001325,ORD_007918,Beauty,Product 1325,3,245.86,737.58
ITEM_001326,ORD_006174,Electronics,Product 1326,3,490.46,1471.37
ITEM_001327,ORD_003763,Fashion,Product 1327,1,691.62,691.62
ITEM_001328,ORD_004051,Beauty,Product 1328,1,706.47,706.47
ITEM_001329,ORD_003430,Fashion,Product 1329,1,571.88,571.88
ITEM_001330,ORD_003498,Home & Kitchen,Product 1330,1,223.65,223.65
ITEM_001331,ORD_006571,Groceries,Product 1331,3,743.05,2229.15
ITEM_001332,ORD_003433,Home & Kitchen,Product 1332,2,366.68,733.37
ITEM_001333,ORD_006081,Fashion,Product 1333,3,660.93,1982.8
ITEM_001334,ORD_003061,Fashion,Product 1334,1,747.14,747.14
ITEM_001335,ORD_006179,Groceries,Product 1335,1,452.61,452.61
ITEM_001336,ORD_000121,Groceries,Product 1336,1,461.12,461.12
ITEM_001337,ORD_001251,Fashion,Product 1337,2,555.09,1110.19
ITEM_001338,ORD_003480,Fashion,Product 1338,3,611.48,1834.45
ITEM_001339,ORD_007850,Electronics,Product 1339,1,746.62,746.62
ITEM_001340,ORD_001941,Home & Kitchen,Product 1340,1,389.08,389.08
ITEM_001341,ORD_002182,Fashion,Product 1341,3,483.68,1451.05
ITEM_001342,ORD_004097,Home & Kitchen,Product 1342,3,547.07,1641.22
ITEM_001343,ORD_003035,Beauty,Product 1343,2,611.69,1223.38
ITEM_001344,ORD_000969,Fashion,Product 1344,1,505.14,505.14
ITEM_001345,ORD_003373,Electronics,Product 1345,1,697.79,697.79
ITEM_001346,ORD_000961,Fashion,Product 1346,2,262.67,525.33
ITEM_001347,ORD_002876,Home & Kitchen,Product 1347,2,185.26,370.53
ITEM_001348,ORD_003391,Groceries,Product 1348,1,773.3,773.3
ITEM_001349,ORD_004926,Groceries,Product 1349,1,430.08,430.08
ITEM_001350,ORD_003229,Beauty,Product 1350,1,498.49,498.49
ITEM_001351,ORD_003702,Electronics,Product 1351,3,672.3,2016.91
ITEM_001352,ORD_003504,Electronics,Product 1352,2,84.85,169.7
ITEM_001353,ORD_004462,Groceries,Product 1353,3,432.78,1298.33
ITEM_001354,ORD_005512,Groceries,Product 1354,1,755.72,755.72
ITEM_001355,ORD_004160,Home & Kitchen,Product 1355,2,666.1,1332.19
ITEM_001356,ORD_003903,Beauty,Product 1356,3,466.55,1399.64
ITEM_001357,ORD_006604,Electronics,Product 1357,2,59.45,118.9
ITEM_001358,ORD_007170,Beauty,Product 1358,1,448.7,448.7
ITEM_001359,ORD_004175,Electronics,Product 1359,2,242.74,485.48
ITEM_001360,ORD_003922,Fashion,Product 1360,2,529.2,1058.41
ITEM_001361,ORD_004998,Electronics,Product 1361,1,589.29,589.29
ITEM_001362,ORD_001037,Home & Kitchen,Product 1362,1,435.32,435.32
ITEM_001363,ORD_000232,Groceries,Product 1363,1,335.08,335.08
ITEM_001364,ORD_003273,Beauty,Product 1364,1,402.15,402.15
ITEM_001365,ORD_006871,Groceries,Product 1365,1,357.34,357.34
ITEM_001366,ORD_004123,Electronics,Product 1366,2,797.0,1594.01
ITEM_001367,ORD_002589,Beauty,Product 1367,3,184.07,552.2
ITEM_001368,ORD_003436,Fashion,Product 1368,3,112.24,336.71
ITEM_001369,ORD_002267,Electronics,Product 1369,1,265.64,265.64
ITEM_001370,ORD_001599,Home & Kitchen,Product 1370,2,419.72,839.44
ITEM_001371,ORD_005150,Electronics,Product 1371,2,767.32,1534.64
ITEM_001372,ORD_001959,Fashion,Product 1372,1,775.18,775.18
ITEM_001373,ORD_007666,Electronics,Product 1373,2,272.87,545.74
ITEM_001374,ORD_005624,Fashion,Product 1374,1,554.06,554.06
ITEM_001375,ORD_007194,Fashion,Product 1375,1,196.38,196.38
ITEM_001376,ORD_002437,Home & Kitchen,Product 1376,2,732.5,1465.0
ITEM_001377,ORD_001838,Groceries,Product 1377,1,571.42,571.42
ITEM_001378,ORD_001611,Home & Kitchen,Product 1378,2,622.11,1244.22
ITEM_001379,ORD_002007,Electronics,Product 1379,3,286.46,859.38
ITEM_001380,ORD_007184,Electronics,Product 1380,2,105.38,210.75
ITEM_001381,ORD_007173,Beauty,Product 1381,3,238.35,715.06
ITEM_001382,ORD_004861,Fashion,Product 1382,1,733.24,733.24
ITEM_001383,ORD_001780,Electronics,Product 1383,3,690.95,2072.85
ITEM_001384,ORD_001247,Fashion,Product 1384,3,576.93,1730.78
ITEM_001385,ORD_004173,Fashion,Product 1385,3,112.16,336.47
ITEM_001386,ORD_003423,Electronics,Product 1386,3,789.62,2368.86
ITEM_001387,ORD_002362,Fashion,Product 1387,3,581.14,1743.43
ITEM_001388,ORD_001819,Electronics,Product 1388,3,335.21,1005.64
ITEM_001389,ORD_006250,Beauty,Product 1389,3,681.73,2045.18
ITEM_001390,ORD_004924,Home & Kitchen,Product 1390,1,454.42,454.42
ITEM_001391,ORD_001828,Beauty,Product 1391,2,532.96,1065.92
ITEM_001392,ORD_004361,Fashion,Product 1392,2,493.62,987.25
ITEM_001393,ORD_004371,Fashion,Product 1393,1,535.58,535.58
ITEM_001394,ORD_007786,Groceries,Product 1394,1,390.65,390.65
ITEM_001395,ORD_002503,Groceries,Product 1395,2,136.54,273.08
ITEM_001396,ORD_001711,Electronics,Product 1396,1,504.11,504.11
ITEM_001397,ORD_000172,Fashion,Product 1397,2,327.89,655.78
ITEM_001398,ORD_002736,Beauty,Product 1398,3,406.77,1220.3
ITEM_001399,ORD_000544,Electronics,Product 1399,3,227.9,683.71
ITEM_001400,ORD_003334,Home & Kitchen,Product 1400,1,538.33,538.33
ITEM_001401,ORD_003637,Electronics,Product 1401,2,761.42,1522.84
ITEM_001402,ORD_006531,Fashion,Product 1402,1,554.91,554.91
ITEM_001403,ORD_002520,Home & Kitchen,Product 1403,2,137.96,275.93
ITEM_001404,ORD_000120,Home & Kitchen,Product 1404,1,206.22,206.22
ITEM_001405,ORD_004616,Fashion,Product 1405,2,322.4,644.81
ITEM_001406,ORD_002196,Electronics,Product 1406,2,238.12,476.24
ITEM_001407,ORD_005393,Electronics,Product 1407,1,66.93,66.93
ITEM_001408,ORD_007848,Groceries,Product 1408,1,665.87,665.87
ITEM_001409,ORD_005329,Electronics,Product 1409,3,222.01,666.03
ITEM_001410,ORD_005021,Home & Kitchen,Product 1410,1,572.74,572.74
ITEM_001411,ORD_002615,Fashion,Product 1411,3,782.0,2345.99
ITEM_001412,ORD_007497,Home & Kitchen,Product 1412,2,706.94,1413.88
ITEM_001413,ORD_004751,Fashion,Product 1413,1,52.14,52.14
ITEM_001414,ORD_003887,Fashion,Product 1414,3,178.54,535.63
ITEM_001415,ORD_001426,Groceries,Product 1415,2,720.53,1441.06
ITEM_001416,ORD_005656,Fashion,Product 1416,3,266.76,800.28
ITEM_001417,ORD_001591,Beauty,Product 1417,2,582.11,1164.22
ITEM_001418,ORD_007607,Groceries,Product 1418,2,86.87,173.75
ITEM_001419,ORD_001196,Electronics,Product 1419,1,678.24,678.24
ITEM_001420,ORD_000054,Beauty,Product 1420,3,715.43,2146.28
ITEM_001421,ORD_003157,Beauty,Product 1421,2,417.85,835.7
ITEM_001422,ORD_006396,Groceries,Product 1422,2,546.26,1092.52
ITEM_001423,ORD_007766,Fashion,Product 1423,2,476.37,952.73
ITEM_001424,ORD_004830,Home & Kitchen,Product 1424,3,496.27,1488.81
ITEM_001425,ORD_002159,Groceries,Product 1425,1,780.17,780.17
ITEM_001426,ORD_000300,Fashion,Product 1426,1,154.57,154.57
ITEM_001427,ORD_007177,Fashion,Product 1427,3,618.84,1856.51
ITEM_001428,ORD_006800,Beauty,Product 1428,1,243.28,243.28
ITEM_001429,ORD_004658,Electronics,Product 1429,3,606.6,1819.81
ITEM_001430,ORD_005145,Home & Kitchen,Product 1430,2,195.65,391.31
ITEM_001431,ORD_006872,Groceries,Product 1431,1,797.76,797.76
ITEM_001432,ORD_002060,Groceries,Product 1432,3,446.91,1340.73
ITEM_001433,ORD_000880,Fashion,Product 1433,3,673.7,2021.1
ITEM_001434,ORD_000720,Fashion,Product 1434,3,784.17,2352.52
ITEM_001435,ORD_000969,Electronics,Product 1435,1,639.06,639.06
ITEM_001436,ORD_005893,Home & Kitchen,Product 1436,2,772.28,1544.57
ITEM_001437,ORD_002162,Fashion,Product 1437,2,621.59,1243.17
ITEM_001438,ORD_004429,Home & Kitchen,Product 1438,3,241.33,723.98
ITEM_001439,ORD_007132,Home & Kitchen,Product 1439,2,296.64,593.28
ITEM_001440,ORD_005322,Electronics,Product 1440,1,732.21,732.21
ITEM_001441,ORD_006763,Beauty,Product 1441,3,423.04,1269.11
ITEM_001442,ORD_007953,Electronics,Product 1442,2,258.78,517.57
ITEM_001443,ORD_002389,Fashion,Product 1443,2,241.27,482.54
ITEM_001444,ORD_007518,Groceries,Product 1444,3,210.91,632.73
ITEM_001445,ORD_002061,Home & Kitchen,Product 1445,3,670.01,2010.04
ITEM_001446,ORD_001805,Electronics,Product 1446,2,228.43,456.87
ITEM_001447,ORD_003227,Electronics,Product 1447,3,524.44,1573.32
ITEM_001448,ORD_000183,Groceries,Product 1448,3,362.45,1087.35
ITEM_001449,ORD_007485,Electronics,Product 1449,1,235.92,235.92
ITEM_001450,ORD_000908,Home & Kitchen,Product 1450,2,184.28,368.56
ITEM_001451,ORD_007490,Beauty,Product 1451,3,78.12,234.35
ITEM_001452,ORD_003747,Electronics,Product 1452,2,183.17,366.33
ITEM_001453,ORD_004348,Fashion,Product 1453,2,757.79,1515.58
ITEM_001454,ORD_007867,Groceries,Product 1454,3,78.02,234.05
ITEM_001455,ORD_002787,Beauty,Product 1455,2,322.82,645.64
ITEM_001456,ORD_002483,Beauty,Product 1456,1,261.3,261.3
ITEM_001457,ORD_005690,Fashion,Product 1457,3,540.66,1621.97
ITEM_001458,ORD_000235,Electronics,Product 1458,3,536.79,1610.38
ITEM_001459,ORD_007706,Fashion,Product 1459,2,509.3,1018.59
ITEM_001460,ORD_007905,Electronics,Product 1460,1,195.35,195.35
ITEM_001461,ORD_002894,Beauty,Product 1461,2,765.37,1530.74
ITEM_001462,ORD_004423,Home & Kitchen,Product 1462,2,159.63,319.26
ITEM_001463,ORD_007308,Fashion,Product 1463,3,258.1,774.3
ITEM_001464,ORD_006448,Electronics,Product 1464,1,682.86,682.86
ITEM_001465,ORD_003796,Home & Kitchen,Product 1465,1,533.67,533.67
ITEM_001466,ORD_004854,Fashion,Product 1466,1,578.12,578.12
ITEM_001467,ORD_005421,Groceries,Product 1467,2,732.87,1465.74
ITEM_001468,ORD_005433,Electronics,Product 1468,3,775.46,2326.39
ITEM_001469,ORD_000418,Home & Kitchen,Product 1469,2,101.79,203.59
ITEM_001470,ORD_006683,Fashion,Product 1470,1,421.31,421.31
ITEM_001471,ORD_000818,Electronics,Product 1471,2,156.06,312.11
ITEM_001472,ORD_003438,Beauty,Product 1472,2,110.79,221.58
ITEM_001473,ORD_005356,Home & Kitchen,Product 1473,2,650.87,1301.75
ITEM_001474,ORD_001378,Fashion,Product 1474,1,646.93,646.93
ITEM_001475,ORD_005649,Beauty,Product 1475,1,80.84,80.84
ITEM_001476,ORD_002080,Fashion,Product 1476,3,665.19,1995.57
ITEM_001477,ORD_007104,Home & Kitchen,Product 1477,2,528.68,1057.35
ITEM_001478,ORD_007908,Electronics,Product 1478,1,651.25,651.25
ITEM_001479,ORD_001920,Fashion,Product 1479,2,239.32,478.65
ITEM_001480,ORD_005512,Electronics,Product 1480,2,265.86,531.72
ITEM_001481,ORD_001953,Fashion,Product 1481,1,767.05,767.05
ITEM_001482,ORD_002189,Groceries,Product 1482,2,142.51,285.01
ITEM_001483,ORD_000941,Electronics,Product 1483,3,673.34,2020.02
ITEM_001484,ORD_005618,Fashion,Product 1484,3,218.41,655.24
ITEM_001485,ORD_005826,Beauty,Product 1485,2,222.07,444.15
ITEM_001486,ORD_007820,Home & Kitchen,Product 1486,2,353.47,706.93
ITEM_001487,ORD_004992,Groceries,Product 1487,1,334.41,334.41
ITEM_001488,ORD_001675,Fashion,Product 1488,1,701.92,701.92
ITEM_001489,ORD_003804,Groceries,Product 1489,1,184.47,184.47
ITEM_001490,ORD_005257,Fashion,Product 1490,2,303.79,607.58
ITEM_001491,ORD_002816,Electronics,Product 1491,1,541.63,541.63
ITEM_001492,ORD_003465,Home & Kitchen,Product 1492,2,309.66,619.31
ITEM_001493,ORD_001623,Home & Kitchen,Product 1493,2,452.32,904.64
ITEM_001494,ORD_003689,Beauty,Product 1494,1,484.12,484.12
ITEM_001495,ORD_002485,Fashion,Product 1495,2,735.61,1471.21
ITEM_001496,ORD_003823,Home & Kitchen,Product 1496,1,165.34,165.34
ITEM_001497,ORD_005231,Groceries,Product 1497,1,497.4,497.4
ITEM_001498,ORD_002252,Electronics,Product 1498,2,755.07,1510.13
ITEM_001499,ORD_003442,Fashion,Product 1499,3,105.2,315.61
ITEM_001500,ORD_002999,Beauty,Product 1500,3,51.11,153.32
ITEM_001501,ORD_002931,Fashion,Product 1501,1,84.6,84.6
ITEM_001502,ORD_002742,Electronics,Product 1502,1,313.43,313.43
ITEM_001503,ORD_000178,Fashion,Product 1503,2,515.09,1030.18
ITEM_001504,ORD_005416,Electronics,Product 1504,1,694.58,694.58
ITEM_001505,ORD_002250,Electronics,Product 1505,2,66.55,133.09
ITEM_001506,ORD_006062,Home & Kitchen,Product 1506,1,717.37,717.37
ITEM_001507,ORD_007838,Home & Kitchen,Product 1507,1,572.68,572.68
ITEM_001508,ORD_004354,Home & Kitchen,Product 1508,2,292.15,584.3
ITEM_001509,ORD_004204,Beauty,Product 1509,3,269.85,809.54
ITEM_001510,ORD_006373,Fashion,Product 1510,1,719.78,719.78
ITEM_001511,ORD_000223,Electronics,Product 1511,1,528.46,528.46
ITEM_001512,ORD_004457,Beauty,Product 1512,3,124.47,373.41
ITEM_001513,ORD_003544,Fashion,Product 1513,1,208.8,208.8
ITEM_001514,ORD_004204,Electronics,Product 1514,2,55.26,110.52
ITEM_001515,ORD_003470,Home & Kitchen,Product 1515,3,233.26,699.79
ITEM_001516,ORD_002549,Groceries,Product 1516,3,107.74,323.22
ITEM_001517,ORD_002587,Electronics,Product 1517,1,589.69,589.69
ITEM_001518,ORD_007692,Home & Kitchen,Product 1518,3,355.98,1067.94
ITEM_001519,ORD_005146,Groceries,Product 1519,2,689.56,1379.13
ITEM_001520,ORD_000854,Home & Kitchen,Product 1520,2,606.46,1212.92
ITEM_001521,ORD_007284,Groceries,Product 1521,2,169.94,339.88
ITEM_001522,ORD_001811,Home & Kitchen,Product 1522,2,749.38,1498.77
ITEM_001523,ORD_002695,Electronics,Product 1523,3,639.74,1919.21
ITEM_001524,ORD_003832,Fashion,Product 1524,2,552.57,1105.15
ITEM_001525,ORD_000770,Groceries,Product 1525,1,445.37,445.37
ITEM_001526,ORD_002662,Beauty,Product 1526,1,474.86,474.86
ITEM_001527,ORD_000282,Fashion,Product 1527,2,110.07,220.15
ITEM_001528,ORD_002742,Beauty,Product 1528,1,141.91,141.91
ITEM_001529,ORD_001478,Electronics,Product 1529,3,436.48,1309.43
ITEM_001530,ORD_003318,Fashion,Product 1530,1,422.25,422.25
ITEM_001531,ORD_005546,Home & Kitchen,Product 1531,3,758.95,2276.85
ITEM_001532,ORD_005218,Electronics,Product 1532,3,535.42,1606.27
ITEM_001533,ORD_007184,Home & Kitchen,Product 1533,3,84.24,252.73
ITEM_001534,ORD_002620,Electronics,Product 1534,2,121.63,243.26
ITEM_001535,ORD_004394,Home & Kitchen,Product 1535,3,637.08,1911.24
ITEM_001536,ORD_007985,Beauty,Product 1536,3,750.1,2250.29
ITEM_001537,ORD_005217,Groceries,Product 1537,1,632.11,632.11
ITEM_001538,ORD_004123,Home & Kitchen,Product 1538,1,137.36,137.36
ITEM_001539,ORD_003853,Home & Kitchen,Product 1539,2,385.35,770.7
ITEM_001540,ORD_006899,Fashion,Product 1540,2,471.73,943.46
ITEM_001541,ORD_004963,Fashion,Product 1541,1,181.52,181.52
ITEM_001542,ORD_000902,Electronics,Product 1542,1,602.61,602.61
ITEM_001543,ORD_001300,Fashion,Product 1543,2,108.63,217.25
ITEM_001544,ORD_002958,Fashion,Product 1544,1,693.62,693.62
ITEM_001545,ORD_002183,Electronics,Product 1545,1,369.7,369.7
ITEM_001546,ORD_003464,Fashion,Product 1546,2,279.02,558.04
ITEM_001547,ORD_007014,Electronics,Product 1547,1,613.21,613.21
ITEM_001548,ORD_005107,Electronics,Product 1548,3,286.57,859.72
ITEM_001549,ORD_006105,Groceries,Product 1549,2,702.43,1404.86
ITEM_001550,ORD_003168,Home & Kitchen,Product 1550,2,460.12,920.24
ITEM_001551,ORD_006542,Electronics,Product 1551,1,413.52,413.52
ITEM_001552,ORD_001721,Fashion,Product 1552,3,565.1,1695.3
ITEM_001553,ORD_007224,Fashion,Product 1553,1,656.2,656.2
ITEM_001554,ORD_000461,Electronics,Product 1554,3,104.62,313.86
ITEM_001555,ORD_001018,Home & Kitchen,Product 1555,1,447.93,447.93
ITEM_001556,ORD_001291,Fashion,Product 1556,1,747.17,747.17
ITEM_001557,ORD_000803,Groceries,Product 1557,1,737.46,737.46
ITEM_001558,ORD_005707,Groceries,Product 1558,1,374.91,374.91
ITEM_001559,ORD_000268,Fashion,Product 1559,3,484.79,1454.38
ITEM_001560,ORD_000410,Groceries,Product 1560,1,506.74,506.74
ITEM_001561,ORD_004368,Electronics,Product 1561,2,750.03,1500.06
ITEM_001562,ORD_004729,Beauty,Product 1562,1,468.69,468.69
ITEM_001563,ORD_006425,Electronics,Product 1563,1,459.92,459.92
ITEM_001564,ORD_001699,Groceries,Product 1564,1,122.22,122.22
ITEM_001565,ORD_007266,Fashion,Product 1565,3,60.93,182.8
ITEM_001566,ORD_001251,Groceries,Product 1566,2,713.6,1427.21
ITEM_001567,ORD_000500,Electronics,Product 1567,3,662.66,1987.98
ITEM_001568,ORD_007973,Home & Kitchen,Product 1568,3,647.89,1943.66
ITEM_001569,ORD_005359,Electronics,Product 1569,3,233.02,699.06
ITEM_001570,ORD_006378,Fashion,Product 1570,3,622.99,1868.97
ITEM_001571,ORD_004078,Beauty,Product 1571,2,651.09,1302.18
ITEM_001572,ORD_000989,Beauty,Product 1572,1,130.5,130.5
ITEM_001573,ORD_007553,Home & Kitchen,Product 1573,3,672.96,2018.89
ITEM_001574,ORD_000532,Groceries,Product 1574,3,287.47,862.41
ITEM_001575,ORD_002785,Fashion,Product 1575,3,623.86,1871.58
ITEM_001576,ORD_006224,Electronics,Product 1576,1,369.26,369.26
ITEM_001577,ORD_007705,Beauty,Product 1577,1,292.38,292.38
ITEM_001578,ORD_002698,Electronics,Product 1578,1,642.94,642.94
ITEM_001579,ORD_002413,Fashion,Product 1579,3,791.24,2373.72
ITEM_001580,ORD_004825,Electronics,Product 1580,1,717.31,717.31
ITEM_001581,ORD_001943,Fashion,Product 1581,1,617.74,617.74
ITEM_001582,ORD_006777,Electronics,Product 1582,3,724.79,2174.38
ITEM_001583,ORD_005435,Electronics,Product 1583,2,606.0,1212.0
