customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00412,Customer 412,Dubai,2025-05-31,Call Center,Premium
CUST_00413,Customer 413,Sharjah,2025-02-15,Web,VIP
CUST_00414,Customer 414,Ajman,2025-09-19,Call Center,Regular
CUST_00415,Customer 415,Abu Dhabi,2025-06-19,Call Center,Regular
CUST_00416,Customer 416,Sharjah,2025-12-29,Web,VIP
CUST_00417,Customer 417,Ajman,2025-02-16,Call Center,Regular
CUST_00418,Customer 418,Dubai,2025-04-14,Call Center,Regular
CUST_00419,Customer 419,Ajman,2025-06-23,App,Regular
CUST_00420,Customer 420,Ajman,2025-10-25,Call Center,Regular
CUST_00421,Customer 421,Abu Dhabi,2025-08-29,Call Center,VIP
CUST_00422,Customer 422,Ajman,2025-04-03,App,Regular
CUST_00423,Customer 423,Ajman,2025-10-21,Call Center,Regular
CUST_00424,Customer 424,Abu Dhabi,2025-10-11,Call Center,Regular
CUST_00425,Customer 425,Sharjah,2025-10-10,Web,Regular
CUST_00426,Customer 426,Ras Al Khaimah,2025-02-15,App,Premium
CUST_00427,Customer 427,Ras Al Khaimah,2025-07-07,Web,Regular
CUST_00428,Customer 428,Abu Dhabi,2025-07-14,App,VIP
CUST_00429,Customer 429,Abu Dhabi,2025-01-17,Web,Regular
CUST_00430,Customer 430,Ajman,2025-05-08,App,Premium
CUST_00431,Customer 431,Sharjah,2025-08-25,App,Regular
CUST_00432,Customer 432,Dubai,2025-08-12,App,Premium
CUST_00433,Customer 433,Sharjah,2025-03-21,Web,Regular
CUST_00434,Customer 434,Sharjah,2025-06-15,Call Center,Premium
CUST_00435,Customer 435,Ras Al Khaimah,2025-06-08,App,Regular
CUST_00436,Customer 436,Sharjah,2025-05-23,Web,Premium
CUST_00437,Customer 437,Dubai,2025-08-23,Call Center,Regular
CUST_00438,Customer 438,Sharjah,2025-08-31,Web,Premium
CUST_00439,Customer 439,Dubai,2025-03-31,Web,Regular
CUST_00440,Customer 440,Abu Dhabi,2025-09-22,App,Regular
CUST_00441,Customer 441,Dubai,2025-02-03,Web,Regular
CUST_00442,Customer 442,Abu Dhabi,2025-08-19,Call Center,Regular
CUST_00443,Customer 443,Dubai,2025-09-15,Call Center,Regular
CUST_00444,Customer 444,Ras Al Khaimah,2025-05-18,Call Center,Regular
CUST_00445,Customer 445,Dubai,2025-11-02,App,Regular
CUST_00446,Customer 446,Ajman,2025-04-17,Web,VIP
CUST_00447,Customer 447,Dubai,2025-02-09,Web,Premium
CUST_00448,Customer 448,Abu Dhabi,2025-03-16,Web,Regular
CUST_00449,Customer 449,Dubai,2025-12-07,Web,VIP
CUST_00450,Customer 450,Sharjah,2025-08-21,Call Center,Regular
CUST_00451,Customer 451,Sharjah,2025-08-06,Call Center,Regular
CUST_00452,Customer 452,Sharjah,2025-04-20,Call Center,Regular
CUST_00453,Customer 453,Sharjah,2025-05-27,Web,Regular
CUST_00454,Customer 454,Dubai,2025-01-17,Web,VIP
CUST_00455,Customer 455,Abu Dhabi,2025-07-03,App,Premium
CUST_00456,Customer 456,Abu Dhabi,2025-11-29,App,Regular
CUST_00457,Customer 457,Dubai,2025-06-30,Web,Premium
CUST_00458,Customer 458,Dubai,2025-09-17,Call Center,Regular
CUST_00459,Customer 459,Ras Al Khaimah,2026-01-04,App,VIP
CUST_00460,Customer 460,Abu Dhabi,2025-03-20,Call Center,VIP
CUST_00461,Customer 461,Sharjah,2025-06-22,App,VIP
CUST_00462,Customer 462,Abu Dhabi,2025-01-08,Web,Regular
CUST_00463,Customer 463,Dubai,2025-02-23,App,Regular
CUST_00464,Customer 464,Dubai,2025-11-22,Call Center,Regular
CUST_00465,Customer 465,Abu Dhabi,2025-10-01,Web,Regular
CUST_00466,Customer 466,Dubai,2025-02-11,Call Center,Regular
CUST_00467,Customer 467,Abu Dhabi,2025-12-11,Call Center,Regular
CUST_00468,Customer 468,Dubai,2025-09-10,App,VIP
CUST_00469,Customer 469,Ras Al Khaimah,2025-01-20,Web,Regular
CUST_00470,Customer 470,Dubai,2025-10-20,Call Center,Regular
CUST_00471,Customer 471,Sharjah,2025-12-26,App,Regular
CUST_00472,Customer 472,Abu Dhabi,2025-10-04,Call Center,Regular
CUST_00473,Customer 473,Dubai,2025-05-24,Web,Premium
CUST_00474,Customer 474,Dubai,2025-03-31,App,Regular
CUST_00475,Customer 475,Abu Dhabi,2025-03-23,Web,Regular
CUST_00476,Customer 476,Abu Dhabi,2025-03-29,Call Center,Premium
CUST_00477,Customer 477,Sharjah,2025-09-03,App,Premium
CUST_00478,Customer 478,Sharjah,2025-12-09,Call Center,Regular
CUST_00479,Customer 479,Dubai,2025-04-08,App,Regular
CUST_00480,Customer 480,Abu Dhabi,2025-04-09,Call Center,Regular
CUST_00481,Customer 481,Abu Dhabi,2025-12-03,App,Regular
CUST_00482,Customer 482,Dubai,2025-09-03,App,Regular
CUST_00483,Customer 483,Dubai,2025-12-23,App,Regular
CUST_00484,Customer 484,Sharjah,2025-07-07,Web,Regular
CUST_00485,Customer 485,Dubai,2025-10-09,Call Center,Regular
CUST_00486,Customer 486,Sharjah,2025-10-14,Call Center,Regular
CUST_00487,Customer 487,Dubai,2025-02-04,App,VIP
CUST_00488,Customer 488,Dubai,2025-09-08,Call Center,Regular
CUST_00489,Customer 489,Ajman,2025-07-10,Call Center,Regular
CUST_00490,Customer 490,Dubai,2025-10-31,Web,Regular
CUST_00491,Customer 491,Sharjah,2025-01-31,Call Center,Premium
CUST_00492,Customer 492,Dubai,2025-06-26,Web,Premium
CUST_00493,Customer 493,Abu Dhabi,2025-04-05,Call Center,Regular
CUST_00494,Customer 494,Dubai,2025-05-15,Web,Regular
CUST_00495,Customer 495,Dubai,2025-03-06,Call Center,Regular
CUST_00496,Customer 496,Abu Dhabi,2025-07-15,Call Center,Regular
CUST_00497,Customer 497,Ras Al Khaimah,2025-09-01,App,Regular
CUST_00498,Customer 498,Sharjah,2025-07-02,Call Center,Regular
CUST_00499,Customer 499,Dubai,2025-04-18,Web,Premium
CUST_00500,Customer 500,Dubai,2025-03-20,App,Regular
CUST_00501,Customer 501,Dubai,2025-12-29,Call Center,Regular
CUST_00502,Customer 502,Dubai,2025-10-10,Call Center,Regular
CUST_00503,Customer 503,Sharjah,2025-01-07,App,Premium
CUST_00504,Customer 504,Sharjah,2025-04-29,App,Premium
CUST_00505,Customer 505,Abu Dhabi,2025-06-24,Web,VIP
CUST_00506,Customer 506,Dubai,2025-10-29,App,Regular
CUST_00507,Customer 507,Abu Dhabi,2026-01-01,Web,Premium
CUST_00508,Customer 508,Abu Dhabi,2025-08-19,Web,Regular
CUST_00509,Customer 509,Sharjah,2025-02-05,Call Center,Regular
CUST_00510,Customer 510,Abu Dhabi,2025-07-05,Web,Regular
CUST_00511,Customer 511,Dubai,2025-09-19,Web,Regular
CUST_00512,Customer 512,Sharjah,2025-11-10,Call Center,Premium
CUST_00513,Customer 513,Abu Dhabi,2025-05-31,Web,Regular
CUST_00514,Customer 514,Dubai,2025-04-03,Web,Regular
CUST_00515,Customer 515,Abu Dhabi,2025-12-18,Web,Regular
CUST_00516,Customer 516,Dubai,2025-09-30,App,Regular
CUST_00517,Customer 517,Abu Dhabi,2025-03-07,App,Regular
CUST_00518,Customer 518,Dubai,2025-07-08,App,Regular
CUST_00519,Customer 519,Ras Al Khaimah,2025-07-23,Web,Premium
CUST_00520,Customer 520,Dubai,2025-02-19,App,Premium
CUST_00521,Customer 521,Dubai,2025-05-26,App,Regular
CUST_00522,Customer 522,Dubai,2025-03-20,Web,Regular
CUST_00523,Customer 523,Dubai,2025-07-10,Web,Regular
CUST_00524,Customer 524,Sharjah,2025-11-14,App,Regular
CUST_00525,Customer 525,Dubai,2025-02-17,Call Center,VIP
CUST_00526,Customer 526,Dubai,2025-02-01,Web,Regular
CUST_00527,Customer 527,Dubai,2025-10-01,App,Regular
CUST_00528,Customer 528,Abu Dhabi,2025-01-27,App,Premium
CUST_00529,Customer 529,Sharjah,2025-01-26,Call Center,Premium
CUST_00530,Customer 530,Dubai,2025-01-11,App,Regular
CUST_00531,Customer 531,Ras Al Khaimah,2025-05-10,App,Regular
CUST_00532,Customer 532,Ajman,2025-08-20,App,Regular
CUST_00533,Customer 533,Dubai,2025-12-25,App,VIP
CUST_00534,Customer 534,Dubai,2025-12-04,App,Regular
CUST_00535,Customer 535,Sharjah,2025-10-25,App,Regular
CUST_00536,Customer 536,Sharjah,2025-03-16,Web,VIP
CUST_00537,Customer 537,Abu Dhabi,2025-04-12,App,Regular
CUST_00538,Customer 538,Dubai,2025-05-09,Call Center,Regular
CUST_00539,Customer 539,Sharjah,2025-11-27,Call Center,Regular
CUST_00540,Customer 540,Dubai,2025-02-16,Web,Regular
CUST_00541,Customer 541,Sharjah,2025-07-31,Web,Regular
CUST_00542,Customer 542,Sharjah,2025-03-01,App,Regular
CUST_00543,Customer 543,Ajman,2025-07-24,Web,Regular
CUST_00544,Customer 544,Sharjah,2025-03-13,Call Center,VIP
CUST_00545,Customer 545,Sharjah,2025-09-10,Web,Regular
CUST_00546,Customer 546,Sharjah,2025-03-28,Call Center,Regular
CUST_00547,Customer 547,Dubai,2025-02-20,App,Regular
CUST_00548,Customer 548,Sharjah,2025-11-24,Call Center,VIP
CUST_00549,Customer 549,Sharjah,2025-05-07,App,Regular
CUST_00550,Customer 550,Dubai,2026-01-03,Web,VIP
CUST_00551,Customer 551,Dubai,2025-10-14,App,Premium
CUST_00552,Customer 552,Ras Al Khaimah,2025-11-11,App,Premium
CUST_00553,Customer 553,Abu Dhabi,2025-01-26,App,Regular
CUST_00554,Customer 554,Sharjah,2025-12-04,Web,Regular
CUST_00555,Customer 555,Sharjah,2025-10-13,Web,VIP
CUST_00556,Customer 556,Ajman,2025-08-28,Call Center,Regular
CUST_00557,Customer 557,Sharjah,2025-12-17,Web,Regular
CUST_00558,Customer 558,Dubai,2025-09-14,Call Center,Regular
CUST_00559,Customer 559,Abu Dhabi,2025-07-18,Call Center,Regular
CUST_00560,Customer 560,Dubai,2025-03-17,App,Regular
CUST_00561,Customer 561,Abu Dhabi,2025-08-15,Call Center,Regular
CUST_00562,Customer 562,Dubai,2025-12-01,Call Center,Regular
CUST_00563,Customer 563,Abu Dhabi,2025-12-21,Web,Regular
CUST_00564,Customer 564,Dubai,2025-05-06,Web,VIP
CUST_00565,Customer 565,Sharjah,2025-08-11,App,Premium
CUST_00566,Customer 566,Dubai,2025-10-24,App,Regular
CUST_00567,Customer 567,Abu Dhabi,2025-06-10,Call Center,Regular
CUST_00568,Customer 568,Abu Dhabi,2025-07-26,Web,Premium
CUST_00569,Customer 569,Ras Al Khaimah,2025-03-01,App,Premium
CUST_00570,Customer 570,Abu Dhabi,2025-08-31,Call Center,Regular
CUST_00571,Customer 571,Ras Al Khaimah,2025-06-10,Call Center,Regular
CUST_00572,Customer 572,Dubai,2025-03-25,App,Regular
CUST_00573,Customer 573,Dubai,2025-12-09,App,Regular
CUST_00574,Customer 574,Abu Dhabi,2025-04-25,Web,Regular
CUST_00575,Customer 575,Sharjah,2025-03-10,Call Center,Regular
CUST_00576,Customer 576,Dubai,2025-03-06,Web,Premium
CUST_00577,Customer 577,Dubai,2025-12-28,Web,Regular
CUST_00578,Customer 578,Dubai,2025-10-11,Call Center,Premium
CUST_00579,Customer 579,Sharjah,2025-05-01,Call Center,Premium
CUST_00580,Customer 580,Dubai,2025-11-30,Web,Regular
CUST_00581,Customer 581,Ajman,2025-03-09,Web,Premium
CUST_00582,Customer 582,Abu Dhabi,2025-12-22,App,Regular
CUST_00583,Customer 583,Ras Al Khaimah,2025-01-12,Call Center,Regular
CUST_00584,Customer 584,Abu Dhabi,2025-04-08,App,Premium
CUST_00585,Customer 585,Abu Dhabi,2025-05-24,Web,Regular
CUST_00586,Customer 586,Ajman,2025-02-14,App,Regular
CUST_00587,Customer 587,Sharjah,2025-08-25,Web,Premium
CUST_00588,Customer 588,Ajman,2025-05-19,Call Center,Regular
CUST_00589,Customer 589,Dubai,2025-07-24,Web,Regular
CUST_00590,Customer 590,Abu Dhabi,2025-05-17,Call Center,Regular
CUST_00591,Customer 591,Ajman,2025-03-26,App,Regular
CUST_00592,Customer 592,Dubai,2025-11-30,App,Regular
CUST_00593,Customer 593,Abu Dhabi,2025-06-15,Call Center,Regular
CUST_00594,Customer 594,Dubai,2025-01-26,App,Regular
CUST_00595,Customer 595,Dubai,2025-07-27,Call Center,Regular
CUST_00596,Customer 596,Sharjah,2025-11-19,Web,Regular
CUST_00597,Customer 597,Sharjah,2025-05-18,App,Regular
CUST_00598,Customer 598,Dubai,2025-11-15,Web,Regular
CUST_00599,Customer 599,Sharjah,2025-08-02,Web,VIP
CUST_00600,Customer 600,Sharjah,2025-01-08,App,Premium
CUST_00601,Customer 601,Dubai,2025-08-11,App,Regular
CUST_00602,Customer 602,Dubai,2025-11-10,App,Regular
CUST_00603,Customer 603,Dubai,2025-09-30,App,Regular
CUST_00604,Customer 604,Abu Dhabi,2025-06-16,Web,Regular
CUST_00605,Customer 605,Sharjah,2025-08-14,App,Regular
CUST_00606,Customer 606,Dubai,2025-03-02,Web,VIP
CUST_00607,Customer 607,Sharjah,2025-05-07,App,VIP
CUST_00608,Customer 608,Abu Dhabi,2025-01-04,Web,Regular
CUST_00609,Customer 609,Ras Al Khaimah,2025-08-27,App,Regular
CUST_00610,Customer 610,Sharjah,2026-01-02,Call Center,Regular
CUST_00611,Customer 611,Dubai,2025-10-26,App,Premium
CUST_00612,Customer 612,Dubai,2025-06-17,Call Center,VIP
CUST_00613,Customer 613,Dubai,2025-09-16,Call Center,Regular
CUST_00614,Customer 614,Ras Al Khaimah,2025-03-12,App,Premium
CUST_00615,Customer 615,Abu Dhabi,2025-02-09,Web,Regular
CUST_00616,Customer 616,Sharjah,2025-01-24,App,Regular
CUST_00617,Customer 617,Abu Dhabi,2025-12-21,Web,Regular
CUST_00618,Customer 618,Dubai,2025-11-24,Call Center,Regular
CUST_00619,Customer 619,Dubai,2025-01-12,App,Regular
CUST_00620,Customer 620,Dubai,2025-12-25,App,Regular
CUST_00621,Customer 621,Dubai,2025-12-03,Call Center,VIP
CUST_00622,Customer 622,Ajman,2025-07-24,Web,VIP
CUST_00623,Customer 623,Abu Dhabi,2025-02-14,Web,Regular
CUST_00624,Customer 624,Dubai,2025-07-26,Call Center,Regular
CUST_00625,Customer 625,Abu Dhabi,2025-03-25,App,Regular
CUST_00626,Customer 626,Ajman,2025-05-06,Web,Premium
CUST_00627,Customer 627,Dubai,2025-01-20,Call Center,Regular
CUST_00628,Customer 628,Dubai,2025-06-30,App,Regular
CUST_00629,Customer 629,Dubai,2025-02-13,Call Center,Regular
CUST_00630,Customer 630,Ras Al Khaimah,2025-11-27,Web,Premium
CUST_00631,Customer 631,Dubai,2025-02-07,Web,Regular
CUST_00632,Customer 632,Abu Dhabi,2025-09-29,App,Regular
CUST_00633,Customer 633,Sharjah,2025-12-29,App,Regular
CUST_00634,Customer 634,Ras Al Khaimah,2025-12-21,Web,Regular
CUST_00635,Customer 635,Dubai,2025-01-26,App,Regular
CUST_00636,Customer 636,Dubai,2025-10-28,App,Regular
CUST_00637,Customer 637,Ras Al Khaimah,2025-10-25,App,VIP
CUST_00638,Customer 638,Ajman,2025-06-02,App,Regular
CUST_00639,Customer 639,Abu Dhabi,2025-08-04,App,Regular
CUST_00640,Customer 640,Abu Dhabi,2025-07-13,Call Center,Regular
CUST_00641,Customer 641,Dubai,2025-04-05,Call Center,Regular
CUST_00642,Customer 642,Dubai,2025-04-04,Web,VIP
CUST_00643,Customer 643,Dubai,2025-10-27,Call Center,VIP
CUST_00644,Customer 644,Dubai,2025-03-30,Call Center,Regular
CUST_00645,Customer 645,Sharjah,2025-02-01,Web,Regular
CUST_00646,Customer 646,Sharjah,2025-05-14,App,Regular
CUST_00647,Customer 647,Ras Al Khaimah,2025-01-31,App,Regular
CUST_00648,Customer 648,Dubai,2025-12-24,App,Regular
CUST_00649,Customer 649,Abu Dhabi,2025-08-05,Call Center,Premium
CUST_00650,Customer 650,Sharjah,2025-02-28,Call Center,Regular
CUST_00651,Customer 651,Dubai,2025-11-17,Call Center,Regular
CUST_00652,Customer 652,Abu Dhabi,2025-04-29,Call Center,Premium
CUST_00653,Customer 653,Sharjah,2025-02-23,Web,Regular
CUST_00654,Customer 654,Dubai,2025-08-27,App,Regular
CUST_00655,Customer 655,Dubai,2025-08-24,Web,Regular
CUST_00656,Customer 656,Dubai,2025-10-04,App,Regular
CUST_00657,Customer 657,Dubai,2025-05-18,Web,Regular
CUST_00658,Customer 658,Dubai,2025-12-14,App,VIP
CUST_00659,Customer 659,Abu Dhabi,2025-06-25,Call Center,Regular
CUST_00660,Customer 660,Abu Dhabi,2025-01-10,App,Premium
CUST_00661,Customer 661,Dubai,2025-09-26,Web,Regular
CUST_00662,Customer 662,Ajman,2025-08-24,Web,Regular
CUST_00663,Customer 663,Dubai,2025-04-19,App,Regular
CUST_00664,Customer 664,Sharjah,2025-12-04,App,Regular
CUST_00665,Customer 665,Dubai,2025-12-31,App,VIP
CUST_00666,Customer 666,Sharjah,2025-11-07,App,Regular
CUST_00667,Customer 667,Ajman,2025-03-04,App,Premium
CUST_00668,Customer 668,Abu Dhabi,2025-02-02,Call Center,Regular
CUST_00669,Customer 669,Dubai,2025-12-16,App,Regular
CUST_00670,Customer 670,Abu Dhabi,2025-08-13,Call Center,Regular
CUST_00671,Customer 671,Ras Al Khaimah,2026-01-04,Call Center,Regular
CUST_00672,Customer 672,Dubai,2025-01-29,App,Premium
CUST_00673,Customer 673,Sharjah,2025-02-04,Call Center,Regular
CUST_00674,Customer 674,Dubai,2025-05-06,App,Regular
CUST_00675,Customer 675,Dubai,2025-11-25,Call Center,Regular
CUST_00676,Customer 676,Dubai,2025-10-27,Call Center,VIP
CUST_00677,Customer 677,Sharjah,2025-07-27,Call Center,Regular
CUST_00678,Customer 678,Dubai,2025-07-19,Web,Premium
CUST_00679,Customer 679,Dubai,2025-04-29,Web,Regular
CUST_00680,Customer 680,Dubai,2025-05-05,App,Regular
CUST_00681,Customer 681,Sharjah,2025-04-29,App,VIP
CUST_00682,Customer 682,Sharjah,2025-07-02,Call Center,Regular
CUST_00683,Customer 683,Abu Dhabi,2025-02-15,Web,Regular
CUST_00684,Customer 684,Ras Al Khaimah,2025-05-22,Call Center,Regular
CUST_00685,Customer 685,Ras Al Khaimah,2025-04-10,App,Regular
CUST_00686,Customer 686,Abu Dhabi,2025-04-04,Web,Regular
CUST_00687,Customer 687,Abu Dhabi,2025-02-10,Call Center,Regular
CUST_00688,Customer 688,Abu Dhabi,2025-02-28,Web,Regular
CUST_00689,Customer 689,Dubai,2025-10-26,Web,Regular
CUST_00690,Customer 690,Dubai,2025-12-16,Call Center,Regular
CUST_00691,Customer 691,Dubai,2025-04-14,Web,VIP
CUST_00692,Customer 692,Dubai,2025-02-21,App,Regular
CUST_00693,Customer 693,Abu Dhabi,2025-11-08,App,Regular
CUST_00694,Customer 694,Dubai,2025-01-04,Web,Premium
CUST_00695,Customer 695,Sharjah,2025-06-22,App,Regular
CUST_00696,Customer 696,Abu Dhabi,2025-04-13,Web,Regular
CUST_00697,Customer 697,Sharjah,2025-12-03,Web,Premium
CUST_00698,Customer 698,Sharjah,2025-02-26,Call Center,Regular
CUST_00699,Customer 699,Sharjah,2025-05-18,App,VIP
CUST_00700,Customer 700,Dubai,2025-07-08,Web,Regular
CUST_00701,Customer 701,Sharjah,2025-07-06,Call Center,VIP
CUST_00702,Customer 702,Abu Dhabi,2025-01-17,Call Center,Premium
CUST_00703,Customer 703,Sharjah,2025-01-13,Call Center,Premium
CUST_00704,Customer 704,Sharjah,2025-05-02,Call Center,Regular
CUST_00705,Customer 705,Abu Dhabi,2025-01-12,App,Regular
CUST_00706,Customer 706,Abu Dhabi,2026-01-02,App,Premium
CUST_00707,Customer 707,Dubai,2025-01-31,Web,Regular
CUST_00708,Customer 708,Sharjah,2025-05-18,App,Premium
CUST_00709,Customer 709,Dubai,2025-12-30,Call Center,Regular
CUST_00710,Customer 710,Sharjah,2025-10-14,Call Center,Regular
CUST_00711,Customer 711,Sharjah,2025-11-04,Web,Regular
CUST_00712,Customer 712,Dubai,2025-03-25,App,Regular
CUST_00713,Customer 713,Abu Dhabi,2025-01-13,Web,Premium
CUST_00714,Customer 714,Sharjah,2025-07-05,App,Regular
CUST_00715,Customer 715,Sharjah,2025-04-23,App,Regular
CUST_00716,Customer 716,Dubai,2025-08-22,Call Center,Premium
CUST_00717,Customer 717,Abu Dhabi,2025-08-29,Call Center,VIP
CUST_00718,Customer 718,Dubai,2025-03-01,App,Regular
CUST_00719,Customer 719,Sharjah,2025-02-04,Web,Regular
CUST_00720,Customer 720,Dubai,2025-06-01,App,Regular
CUST_00721,Customer 721,Dubai,2025-12-31,Web,Regular
CUST_00722,Customer 722,Dubai,2025-08-09,App,Regular
CUST_00723,Customer 723,Abu Dhabi,2025-03-12,Call Center,Regular
CUST_00724,Customer 724,Abu Dhabi,2025-12-21,App,Regular
CUST_00725,Customer 725,Abu Dhabi,2025-09-20,Web,Regular
CUST_00726,Customer 726,Abu Dhabi,2025-07-02,Call Center,Regular
CUST_00727,Customer 727,Sharjah,2025-11-13,App,Regular
CUST_00728,Customer 728,Dubai,2025-09-01,App,Premium
CUST_00729,Customer 729,Ras Al Khaimah,2025-05-09,App,Premium
CUST_00730,Customer 730,Abu Dhabi,2025-11-20,App,Regular
CUST_00731,Customer 731,Dubai,2025-08-04,Call Center,Regular
CUST_00732,Customer 732,Dubai,2025-05-10,App,Regular
CUST_00733,Customer 733,Sharjah,2025-05-14,Call Center,Premium
CUST_00734,Customer 734,Dubai,2025-04-12,App,Regular
CUST_00735,Customer 735,Abu Dhabi,2025-03-17,Call Center,Regular
CUST_00736,Customer 736,Abu Dhabi,2025-11-18,Web,Premium
CUST_00737,Customer 737,Sharjah,2025-11-08,Web,Regular
CUST_00738,Customer 738,Dubai,2025-02-07,App,VIP
CUST_00739,Customer 739,Dubai,2025-03-21,Call Center,Regular
CUST_00740,Customer 740,Sharjah,2025-02-01,App,Regular
CUST_00741,Customer 741,Ajman,2025-02-08,Call Center,VIP
CUST_00742,Customer 742,Dubai,2025-01-08,Web,Regular
CUST_00743,Customer 743,Dubai,2025-05-06,App,Regular
CUST_00744,Customer 744,Abu Dhabi,2025-12-17,App,Premium
CUST_00745,Customer 745,Abu Dhabi,2025-02-06,Web,Premium
CUST_00746,Customer 746,Abu Dhabi,2026-01-01,App,Premium
CUST_00747,Customer 747,Dubai,2025-04-22,App,Regular
CUST_00748,Customer 748,Abu Dhabi,2025-10-28,App,Premium
CUST_00749,Customer 749,Sharjah,2025-06-21,App,Regular
CUST_00750,Customer 750,Dubai,2025-01-12,Web,Regular
CUST_00751,Customer 751,Dubai,2025-06-20,Call Center,VIP
CUST_00752,Customer 752,Dubai,2025-04-21,Web,Regular
CUST_00753,Customer 753,Sharjah,2025-05-23,Web,Regular
CUST_00754,Customer 754,Abu Dhabi,2025-10-03,Call Center,Regular
CUST_00755,Customer 755,Ajman,2025-09-20,App,Regular
CUST_00756,Customer 756,Dubai,2025-07-09,Call Center,Regular
CUST_00757,Customer 757,Ajman,2025-11-26,Web,Premium
CUST_00758,Customer 758,Abu Dhabi,2025-07-28,Call Center,Premium
CUST_00759,Customer 759,Dubai,2025-12-30,Web,Regular
CUST_00760,Customer 760,Dubai,2025-03-22,App,Regular
CUST_00761,Customer 761,Ras Al Khaimah,2025-09-05,App,Regular
CUST_00762,Customer 762,Dubai,2025-04-12,App,Regular
CUST_00763,Customer 763,Ras Al Khaimah,2025-09-19,App,Regular
CUST_00764,Customer 764,Dubai,2025-07-28,App,Regular
CUST_00765,Customer 765,Dubai,2025-07-02,Call Center,Regular
CUST_00766,Customer 766,Abu Dhabi,2025-11-27,App,Regular
CUST_00767,Customer 767,Abu Dhabi,2026-01-04,Call Center,Regular
CUST_00768,Customer 768,Sharjah,2025-09-26,App,Regular
CUST_00769,Customer 769,Dubai,2025-03-28,Web,Regular
CUST_00770,Customer 770,Dubai,2025-07-23,Web,Regular
CUST_00771,Customer 771,Dubai,2025-07-14,Web,Regular
CUST_00772,Customer 772,Abu Dhabi,2025-07-15,App,Premium
CUST_00773,Customer 773,Dubai,2025-03-03,Call Center,Regular
CUST_00774,Customer 774,Sharjah,2025-10-09,Web,VIP
CUST_00775,Customer 775,Sharjah,2025-10-26,App,Regular
CUST_00776,Customer 776,Dubai,2025-11-14,Web,Regular
CUST_00777,Customer 777,Sharjah,2025-02-16,Web,Regular
CUST_00778,Customer 778,Dubai,2025-02-15,Call Center,Premium
CUST_00779,Customer 779,Ajman,2025-10-15,Call Center,VIP
CUST_00780,Customer 780,Abu Dhabi,2025-05-14,Web,Regular
CUST_00781,Customer 781,Abu Dhabi,2026-01-02,Web,Regular
CUST_00782,Customer 782,Dubai,2025-09-27,Web,Regular
CUST_00783,Customer 783,Dubai,2025-09-05,Call Center,Premium
CUST_00784,Customer 784,Dubai,2025-02-28,Call Center,Regular
CUST_00785,Customer 785,Dubai,2025-01-26,Web,Regular
CUST_00786,Customer 786,Dubai,2025-03-07,App,Regular
CUST_00787,Customer 787,Abu Dhabi,2025-02-12,Call Center,Regular
CUST_00788,Customer 788,Dubai,2025-01-28,Web,Regular
CUST_00789,Customer 789,Dubai,2025-11-15,Web,Premium
CUST_00790,Customer 790,Dubai,2025-07-26,Call Center,Regular
CUST_00791,Customer 791,Ajman,2025-04-22,Call Center,VIP
CUST_00792,Customer 792,Dubai,2025-11-27,App,Regular
CUST_00793,Customer 793,Dubai,2025-06-13,Call Center,Regular
CUST_00794,Customer 794,Sharjah,2025-11-07,Web,Regular
CUST_00795,Customer 795,Ajman,2025-10-15,Call Center,Regular
CUST_00796,Customer 796,Ras Al Khaimah,2025-12-30,Call Center,Regular
CUST_00797,Customer 797,Dubai,2025-12-04,Web,Regular
CUST_00798,Customer 798,Dubai,2025-04-04,Web,VIP
CUST_00799,Customer 799,Sharjah,2025-08-14,Call Center,Regular
CUST_00800,Customer 800,Dubai,2025-06-24,App,Premium
CUST_00801,Customer 801,Dubai,2025-01-09,Web,Premium
CUST_00802,Customer 802,Dubai,2025-05-03,App,Regular
CUST_00803,Customer 803,Ajman,2025-03-11,Web,Premium
CUST_00804,Customer 804,Dubai,2025-03-10,Call Center,VIP
CUST_00805,Customer 805,Sharjah,2025-01-11,App,Regular
CUST_00806,Customer 806,Abu Dhabi,2025-11-25,Call Center,Premium
CUST_00807,Customer 807,Abu Dhabi,2025-07-19,App,Regular
CUST_00808,Customer 808,Dubai,2025-10-07,App,Regular
CUST_00809,Customer 809,Dubai,2025-09-13,App,Premium
CUST_00810,Customer 810,Dubai,2025-02-04,Call Center,Regular
CUST_00811,Customer 811,Abu Dhabi,2025-01-08,Web,Premium
CUST_00812,Customer 812,Sharjah,2025-03-31,Web,VIP
CUST_00813,Customer 813,Abu Dhabi,2025-01-21,App,Regular
CUST_00814,Customer 814,Dubai,2025-04-14,Call Center,Regular
CUST_00815,Customer 815,Ajman,2025-02-08,App,Premium
CUST_00816,Customer 816,Dubai,2025-05-29,Call Center,Regular
CUST_00817,Customer 817,Ajman,2025-06-23,Call Center,Regular
CUST_00818,Customer 818,Dubai,2025-07-02,Call Center,Premium
CUST_00819,Customer 819,Abu Dhabi,2025-03-13,Web,VIP
CUST_00820,Customer 820,Dubai,2025-02-10,App,Premium
CUST_00821,Customer 821,Sharjah,2025-08-19,Web,Regular
CUST_00822,Customer 822,Ajman,2025-06-05,Call Center,Regular
CUST_00823,Customer 823,Dubai,2025-05-24,Web,Regular
CUST_00824,Customer 824,Ajman,2025-05-27,Web,Regular
