order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_001358,CUST_01590,2025-12-12,App,Delivered,1886.86,469.51,1417.35,Wallet,
ORD_001359,CUST_01521,2025-12-15,Web,Delivered,1766.8,0.0,1766.8,Card,NEW10
ORD_001360,CUST_00471,2025-10-15,Web,Delivered,1094.04,165.33,928.71,Apple Pay,
ORD_001361,CUST_01388,2025-11-10,App,Delivered,1503.5,188.67,1314.83,COD,
ORD_001362,CUST_00385,2025-10-28,App,Delivered,899.75,133.87,765.88,Apple Pay,SALE20
ORD_001363,CUST_01447,2025-10-09,App,Delivered,1820.85,0.0,1820.85,COD,
ORD_001364,CUST_00147,2025-11-21,App,Delivered,978.81,0.0,978.81,Wallet,
ORD_001365,CUST_00800,2025-10-14,App,In Transit,120.52,11.99,108.53,Wallet,
ORD_001366,CUST_00538,2025-11-10,App,Delivered,672.09,0.0,672.09,Apple Pay,
ORD_001367,CUST_01963,2025-12-06,App,Delivered,648.19,0.0,648.19,COD,
ORD_001368,CUST_01632,2025-12-04,Web,Delivered,1855.45,373.4,1482.05,Wallet,
ORD_001369,CUST_01406,2025-10-31,Web,Delivered,1369.64,143.24,1226.4,Wallet,NEW10
ORD_001370,CUST_01921,2025-11-28,Web,Delivered,740.56,0.0,740.56,Apple Pay,NEW10
ORD_001371,CUST_01916,2025-10-29,Call Center,Delivered,1139.93,0.0,1139.93,Card,FESTIVE
ORD_001372,CUST_00856,2025-10-15,App,Delivered,720.17,0.0,720.17,Wallet,
ORD_001373,CUST_01190,2025-12-04,Call Center,In Transit,166.44,43.34,123.11,Card,
ORD_001374,CUST_01061,2026-01-03,App,Delivered,883.9,229.07,654.83,Apple Pay,NEW10
ORD_001375,CUST_01944,2025-11-18,App,Delivered,498.68,0.0,498.68,Wallet,NEW10
ORD_001376,CUST_00153,2025-10-19,App,Returned,59.63,0.0,59.63,Apple Pay,
ORD_001377,CUST_01404,2026-01-04,App,Delivered,679.65,0.0,679.65,Apple Pay,
ORD_001378,CUST_00941,2026-01-03,App,Delivered,822.66,122.18,700.48,Apple Pay,NEW10
ORD_001379,CUST_01892,2025-11-05,App,Delivered,1550.13,0.0,1550.13,Wallet,SALE20
ORD_001380,CUST_00631,2025-10-29,App,Cancelled,877.73,0.0,877.73,Card,
ORD_001381,CUST_00527,2025-11-20,App,Cancelled,549.97,0.0,549.97,Card,SALE20
ORD_001382,CUST_00416,2025-12-08,Web,Cancelled,1145.86,148.86,997.01,COD,NEW10
ORD_001383,CUST_01550,2025-11-03,App,In Transit,681.57,0.0,681.57,Card,
ORD_001384,CUST_00400,2025-11-22,Call Center,Delivered,445.98,0.0,445.98,Wallet,NEW10
ORD_001385,CUST_00896,2025-12-28,Web,Delivered,606.41,0.0,606.41,Apple Pay,FESTIVE
ORD_001386,CUST_01877,2025-11-24,Web,Delivered,340.64,20.83,319.82,Wallet,
ORD_001387,CUST_01650,2025-12-17,Web,Cancelled,1956.82,215.91,1740.91,Card,FESTIVE
ORD_001388,CUST_00217,2025-11-05,Web,Delivered,388.09,24.97,363.12,COD,
ORD_001389,CUST_00483,2026-01-03,App,Delivered,839.1,92.11,746.99,Wallet,SALE20
ORD_001390,CUST_00821,2025-12-01,App,Cancelled,876.31,0.0,876.31,Apple Pay,
ORD_001391,CUST_01827,2025-12-12,App,Delivered,1737.62,0.0,1737.62,COD,NEW10
ORD_001392,CUST_01046,2025-11-16,Web,Delivered,161.04,22.23,138.81,Card,SALE20
ORD_001393,CUST_00324,2025-11-16,Call Center,Cancelled,659.4,158.41,501.0,Wallet,
ORD_001394,CUST_00572,2026-01-02,Call Center,Delivered,1548.72,0.0,1548.72,COD,SALE20
ORD_001395,CUST_01268,2025-12-16,App,Cancelled,1378.38,281.95,1096.43,Apple Pay,
ORD_001396,CUST_01349,2025-10-11,Web,Cancelled,624.21,159.65,464.55,Card,FESTIVE
ORD_001397,CUST_00361,2025-10-30,App,Delivered,848.28,0.0,848.28,Apple Pay,
ORD_001398,CUST_01534,2025-10-08,App,Cancelled,1449.86,0.0,1449.86,Card,SALE20
ORD_001399,CUST_01864,2025-12-24,Web,Delivered,410.42,0.0,410.42,Apple Pay,
ORD_001400,CUST_01308,2025-10-09,Web,Delivered,314.37,0.0,314.37,Card,
ORD_001401,CUST_01283,2025-11-30,Web,Delivered,1606.55,199.48,1407.06,Card,
ORD_001402,CUST_01239,2025-11-23,Call Center,Delivered,1185.68,0.0,1185.68,Card,
ORD_001403,CUST_00090,2025-10-16,Web,Delivered,1585.09,132.13,1452.96,Apple Pay,FESTIVE
ORD_001404,CUST_01152,2025-10-15,Web,Delivered,998.36,87.9,910.46,COD,NEW10
ORD_001405,CUST_00321,2025-10-27,App,Delivered,1321.94,0.0,1321.94,COD,
ORD_001406,CUST_01621,2025-12-03,App,Delivered,1090.87,122.11,968.76,COD,FESTIVE
ORD_001407,CUST_01116,2025-10-07,App,Delivered,607.46,159.79,447.66,Wallet,
ORD_001408,CUST_00235,2025-11-26,Web,Delivered,1971.67,479.8,1491.87,Apple Pay,
ORD_001409,CUST_01631,2025-11-12,App,Delivered,1885.56,0.0,1885.56,Wallet,
ORD_001410,CUST_00987,2025-11-26,App,Delivered,846.96,115.74,731.22,Wallet,SALE20
ORD_001411,CUST_00536,2025-12-07,Call Center,Delivered,1324.49,293.3,1031.19,Apple Pay,FESTIVE
ORD_001412,CUST_00900,2025-11-20,App,Delivered,1105.19,158.33,946.86,Apple Pay,
ORD_001413,CUST_01996,2025-11-19,Call Center,Delivered,152.25,16.88,135.37,Wallet,
ORD_001414,CUST_00854,2025-11-10,App,Delivered,1003.7,0.0,1003.7,Wallet,SALE20
ORD_001415,CUST_01674,2025-10-10,Web,Delivered,1450.9,0.0,1450.9,Wallet,SALE20
ORD_001416,CUST_01057,2026-01-03,App,Delivered,576.17,0.0,576.17,COD,FESTIVE
ORD_001417,CUST_01123,2025-11-04,Web,Delivered,668.65,0.0,668.65,Wallet,
ORD_001418,CUST_00541,2025-11-08,Web,Delivered,1910.98,0.0,1910.98,Wallet,
ORD_001419,CUST_00039,2025-10-31,Web,Delivered,1231.07,214.78,1016.29,Wallet,NEW10
ORD_001420,CUST_01309,2025-11-04,Web,Delivered,995.54,0.0,995.54,COD,
ORD_001421,CUST_01638,2025-10-23,App,In Transit,1929.78,0.0,1929.78,COD,
ORD_001422,CUST_00185,2025-11-29,Call Center,Delivered,1156.31,0.0,1156.31,Card,
ORD_001423,CUST_01257,2025-11-28,App,Cancelled,1096.28,0.0,1096.28,COD,
ORD_001424,CUST_01961,2025-12-24,Web,Returned,979.77,0.0,979.77,Apple Pay,SALE20
ORD_001425,CUST_00229,2025-11-01,Web,Delivered,153.63,13.39,140.25,Wallet,
ORD_001426,CUST_01712,2025-11-09,Call Center,Delivered,1487.43,278.91,1208.51,Card,NEW10
ORD_001427,CUST_01740,2025-11-24,App,Delivered,1360.73,0.0,1360.73,Wallet,NEW10
ORD_001428,CUST_01121,2025-10-29,App,In Transit,348.99,0.0,348.99,Card,
ORD_001429,CUST_01131,2025-10-11,Web,Delivered,1178.22,0.0,1178.22,Card,SALE20
ORD_001430,CUST_00440,2025-12-09,App,Delivered,86.21,4.32,81.89,Apple Pay,NEW10
ORD_001431,CUST_00525,2025-11-02,App,In Transit,966.83,0.0,966.83,Card,
ORD_001432,CUST_00240,2025-10-14,Web,Cancelled,821.7,225.04,596.66,Card,FESTIVE
ORD_001433,CUST_01493,2025-11-10,App,Delivered,815.62,0.0,815.62,COD,
ORD_001434,CUST_00171,2025-12-10,Web,Delivered,645.87,0.0,645.87,Card,
ORD_001435,CUST_01163,2025-11-02,App,Delivered,1005.02,0.0,1005.02,Card,
ORD_001436,CUST_01412,2025-12-15,Web,Returned,704.02,56.28,647.73,Card,FESTIVE
ORD_001437,CUST_01377,2025-10-20,App,In Transit,988.47,283.6,704.88,COD,SALE20
ORD_001438,CUST_00391,2025-10-21,App,In Transit,650.21,0.0,650.21,Card,
ORD_001439,CUST_01476,2025-11-05,App,Delivered,1407.25,0.0,1407.25,Card,
ORD_001440,CUST_01569,2025-12-10,Web,Delivered,265.04,0.0,265.04,Card,
ORD_001441,CUST_00563,2025-10-12,App,Delivered,1683.07,201.06,1482.0,Card,
ORD_001442,CUST_01951,2025-10-10,Web,Delivered,940.37,71.14,869.22,COD,
ORD_001443,CUST_00263,2025-11-02,Web,Delivered,430.15,0.0,430.15,Wallet,NEW10
ORD_001444,CUST_01280,2025-10-07,App,Delivered,191.12,0.0,191.12,Apple Pay,FESTIVE
ORD_001445,CUST_00157,2025-11-23,App,Delivered,1952.34,154.13,1798.21,COD,
ORD_001446,CUST_01428,2025-11-23,Web,In Transit,132.85,8.09,124.75,Card,
ORD_001447,CUST_00684,2025-12-27,Call Center,Delivered,1004.31,0.0,1004.31,COD,
ORD_001448,CUST_01911,2025-11-25,App,Cancelled,814.0,168.36,645.64,Wallet,FESTIVE
ORD_001449,CUST_00470,2025-12-01,Web,Delivered,835.92,0.0,835.92,Card,SALE20
ORD_001450,CUST_01508,2025-12-30,Call Center,Delivered,1974.58,0.0,1974.58,Wallet,FESTIVE
ORD_001451,CUST_01421,2025-11-16,Web,In Transit,1649.91,0.0,1649.91,Card,
ORD_001452,CUST_01067,2025-11-02,App,Delivered,999.82,0.0,999.82,Wallet,NEW10
ORD_001453,CUST_01821,2025-11-10,App,Cancelled,481.22,0.0,481.22,Wallet,
ORD_001454,CUST_01653,2025-12-07,App,Delivered,1616.36,0.0,1616.36,Wallet,
ORD_001455,CUST_00372,2025-12-17,App,Delivered,538.14,0.0,538.14,Apple Pay,
ORD_001456,CUST_00503,2025-10-24,App,Cancelled,1244.06,0.0,1244.06,COD,
ORD_001457,CUST_01566,2025-12-10,Call Center,Delivered,1923.95,0.0,1923.95,Card,
ORD_001458,CUST_00448,2025-11-01,Web,Delivered,967.8,0.0,967.8,Card,
ORD_001459,CUST_01390,2025-10-12,Call Center,Delivered,1895.11,0.0,1895.11,COD,
ORD_001460,CUST_00882,2026-01-04,Web,In Transit,507.2,139.72,367.48,Wallet,
ORD_001461,CUST_00514,2025-11-16,App,Delivered,1940.08,0.0,1940.08,Wallet,SALE20
ORD_001462,CUST_01787,2025-11-14,Web,Delivered,251.3,24.65,226.64,Wallet,
ORD_001463,CUST_01554,2025-11-03,App,Delivered,1853.97,0.0,1853.97,COD,
ORD_001464,CUST_01168,2025-10-10,Web,Delivered,218.13,0.0,218.13,Card,
ORD_001465,CUST_01005,2025-10-15,Web,Delivered,1772.41,96.25,1676.17,COD,NEW10
ORD_001466,CUST_00314,2025-12-06,App,Returned,1779.14,0.0,1779.14,Apple Pay,
ORD_001467,CUST_00778,2025-12-25,App,Delivered,1184.17,0.0,1184.17,COD,SALE20
ORD_001468,CUST_00539,2025-10-22,App,Delivered,1804.24,178.48,1625.76,Wallet,
ORD_001469,CUST_01989,2025-12-08,App,Delivered,570.89,0.0,570.89,Apple Pay,
ORD_001470,CUST_00691,2025-11-17,App,Delivered,1010.54,0.0,1010.54,Apple Pay,SALE20
ORD_001471,CUST_01099,2025-12-30,App,Delivered,368.91,0.0,368.91,Apple Pay,
ORD_001472,CUST_01994,2026-01-03,App,Delivered,1753.42,0.0,1753.42,Wallet,FESTIVE
ORD_001473,CUST_00985,2025-10-13,Web,Delivered,1785.56,494.81,1290.75,Wallet,NEW10
ORD_001474,CUST_01952,2025-12-17,Call Center,Delivered,899.61,0.0,899.61,Wallet,NEW10
ORD_001475,CUST_00786,2025-10-25,Call Center,Delivered,1602.99,457.0,1145.99,Card,NEW10
ORD_001476,CUST_01761,2025-11-13,App,In Transit,906.27,0.0,906.27,Wallet,
ORD_001477,CUST_01274,2025-11-14,App,Delivered,530.57,34.38,496.19,Wallet,NEW10
ORD_001478,CUST_01876,2025-10-26,Web,Delivered,1425.26,0.0,1425.26,Card,NEW10
ORD_001479,CUST_01859,2025-12-04,Call Center,In Transit,188.11,42.77,145.34,Card,FESTIVE
ORD_001480,CUST_00428,2025-12-15,App,Delivered,1873.41,0.0,1873.41,COD,
ORD_001481,CUST_00285,2025-10-21,Web,In Transit,1235.43,0.0,1235.43,Card,
ORD_001482,CUST_01359,2025-11-02,Web,Delivered,1276.1,0.0,1276.1,Wallet,
ORD_001483,CUST_01279,2025-10-20,Web,Delivered,680.96,0.0,680.96,Apple Pay,
ORD_001484,CUST_00071,2025-12-19,App,In Transit,672.0,0.0,672.0,Card,
ORD_001485,CUST_01637,2025-10-28,App,Delivered,139.32,15.37,123.95,COD,
ORD_001486,CUST_00877,2025-11-03,Web,Delivered,1027.9,0.0,1027.9,COD,
ORD_001487,CUST_01518,2025-12-06,Call Center,Delivered,1328.59,0.0,1328.59,COD,
ORD_001488,CUST_01230,2025-11-12,App,Delivered,886.45,54.49,831.97,Wallet,
ORD_001489,CUST_00251,2025-11-17,App,Delivered,1568.83,0.0,1568.83,Wallet,NEW10
ORD_001490,CUST_00282,2025-12-28,Call Center,Cancelled,968.56,0.0,968.56,Card,
ORD_001491,CUST_00156,2025-11-12,App,Delivered,413.33,0.0,413.33,Apple Pay,
ORD_001492,CUST_01086,2025-12-08,App,Delivered,1544.14,0.0,1544.14,Card,NEW10
ORD_001493,CUST_01937,2025-10-31,Web,Delivered,1630.48,85.46,1545.03,Wallet,NEW10
ORD_001494,CUST_00068,2025-11-25,App,Delivered,1818.29,0.0,1818.29,Wallet,
ORD_001495,CUST_00686,2025-12-27,Web,Delivered,1642.64,0.0,1642.64,Wallet,
ORD_001496,CUST_00617,2025-10-21,Web,Delivered,425.93,0.0,425.93,Card,SALE20
ORD_001497,CUST_01395,2026-01-04,Call Center,In Transit,1096.77,0.0,1096.77,Wallet,
ORD_001498,CUST_00599,2025-12-11,App,Cancelled,1002.17,0.0,1002.17,COD,SALE20
ORD_001499,CUST_00401,2025-11-08,Call Center,Delivered,819.07,217.62,601.45,COD,SALE20
ORD_001500,CUST_00789,2025-11-22,Web,Cancelled,1913.46,0.0,1913.46,Wallet,NEW10
ORD_001501,CUST_00572,2025-11-12,App,Delivered,619.91,145.58,474.33,Wallet,NEW10
ORD_001502,CUST_01811,2025-10-08,Call Center,Delivered,1470.76,0.0,1470.76,Apple Pay,NEW10
ORD_001503,CUST_01727,2025-12-15,Web,Cancelled,335.35,0.0,335.35,Card,
ORD_001504,CUST_00354,2025-11-25,App,Delivered,99.39,0.0,99.39,Card,FESTIVE
ORD_001505,CUST_00203,2025-12-05,App,Delivered,727.63,0.0,727.63,COD,
ORD_001506,CUST_00563,2025-11-14,App,Delivered,1880.46,0.0,1880.46,Card,
ORD_001507,CUST_00774,2025-10-20,Call Center,Delivered,703.29,57.51,645.79,Card,
ORD_001508,CUST_01584,2025-11-05,Call Center,Delivered,841.35,0.0,841.35,Apple Pay,SALE20
ORD_001509,CUST_00975,2025-11-24,App,Delivered,1884.19,0.0,1884.19,Wallet,SALE20
ORD_001510,CUST_00764,2025-12-05,Web,Delivered,1875.92,0.0,1875.92,Apple Pay,
ORD_001511,CUST_01077,2025-11-18,App,Delivered,1371.71,80.73,1290.97,Apple Pay,
ORD_001512,CUST_01264,2025-11-18,App,In Transit,329.67,0.0,329.67,Wallet,
ORD_001513,CUST_00284,2025-11-11,Call Center,Delivered,1670.56,0.0,1670.56,Wallet,NEW10
ORD_001514,CUST_01559,2025-11-03,Web,Cancelled,1983.13,242.49,1740.64,Apple Pay,SALE20
ORD_001515,CUST_01766,2025-10-29,Web,Delivered,1988.9,0.0,1988.9,Card,NEW10
ORD_001516,CUST_01411,2025-12-30,App,Delivered,1479.45,187.05,1292.4,Card,
ORD_001517,CUST_01087,2025-12-16,App,Delivered,713.02,0.0,713.02,COD,
ORD_001518,CUST_01875,2025-12-29,App,Delivered,1795.45,461.21,1334.25,Wallet,
ORD_001519,CUST_00107,2025-11-02,Web,Delivered,1032.39,107.73,924.66,Card,
ORD_001520,CUST_00662,2025-10-29,Web,Delivered,1163.97,163.67,1000.3,COD,
ORD_001521,CUST_00893,2025-11-28,Web,Delivered,1213.73,204.62,1009.12,Card,SALE20
ORD_001522,CUST_00680,2025-12-17,App,Delivered,515.88,0.0,515.88,COD,FESTIVE
ORD_001523,CUST_01628,2025-12-11,App,In Transit,471.67,0.0,471.67,COD,
ORD_001524,CUST_01478,2025-12-27,Web,Delivered,1274.05,188.67,1085.39,COD,
ORD_001525,CUST_00988,2025-10-22,Web,Returned,499.17,32.38,466.79,COD,
ORD_001526,CUST_00197,2025-12-15,App,Delivered,914.81,229.15,685.66,Apple Pay,SALE20
ORD_001527,CUST_00926,2025-11-07,Web,Delivered,1667.48,85.56,1581.92,COD,
ORD_001528,CUST_00625,2025-11-18,Call Center,Cancelled,1511.02,0.0,1511.02,Wallet,
ORD_001529,CUST_01295,2025-11-22,App,Delivered,966.46,0.0,966.46,Wallet,NEW10
ORD_001530,CUST_01459,2025-12-16,Call Center,Delivered,1685.51,0.0,1685.51,Card,NEW10
ORD_001531,CUST_01644,2025-10-12,Web,Delivered,1548.63,0.0,1548.63,Card,
ORD_001532,CUST_01235,2025-12-25,Web,Delivered,1032.76,115.03,917.73,Card,
ORD_001533,CUST_00999,2025-10-14,Call Center,Delivered,288.18,0.0,288.18,Apple Pay,NEW10
ORD_001534,CUST_00690,2025-12-10,App,Delivered,1487.3,0.0,1487.3,Apple Pay,FESTIVE
ORD_001535,CUST_01667,2025-10-31,App,Delivered,209.35,0.0,209.35,COD,
ORD_001536,CUST_00718,2025-10-12,App,Delivered,1186.79,0.0,1186.79,Wallet,
ORD_001537,CUST_00753,2025-11-07,App,Delivered,1997.29,0.0,1997.29,Apple Pay,
ORD_001538,CUST_00882,2025-11-06,App,Delivered,1954.17,0.0,1954.17,Wallet,NEW10
ORD_001539,CUST_01103,2025-11-18,App,Delivered,833.69,0.0,833.69,Card,SALE20
ORD_001540,CUST_01749,2025-12-08,App,Delivered,1585.65,123.49,1462.15,COD,NEW10
ORD_001541,CUST_01876,2025-11-28,Web,Delivered,695.86,0.0,695.86,Card,SALE20
ORD_001542,CUST_00644,2025-12-09,Web,Cancelled,672.85,167.74,505.11,COD,
ORD_001543,CUST_01445,2025-10-16,Web,Delivered,1864.72,106.71,1758.01,COD,
ORD_001544,CUST_01494,2025-11-13,App,Delivered,501.75,0.0,501.75,Apple Pay,FESTIVE
ORD_001545,CUST_01329,2025-10-25,App,Delivered,74.0,8.84,65.16,Card,FESTIVE
ORD_001546,CUST_00760,2025-11-08,Call Center,Delivered,71.79,0.0,71.79,COD,
ORD_001547,CUST_01345,2025-11-03,App,Delivered,966.07,0.0,966.07,COD,
ORD_001548,CUST_00954,2025-10-14,App,Delivered,1123.61,0.0,1123.61,COD,NEW10
ORD_001549,CUST_00856,2025-12-20,App,Cancelled,1895.94,0.0,1895.94,Apple Pay,SALE20
ORD_001550,CUST_01157,2025-12-16,Web,Returned,1096.83,0.0,1096.83,Card,FESTIVE
ORD_001551,CUST_00935,2025-11-26,App,Delivered,200.72,0.0,200.72,COD,
ORD_001552,CUST_00505,2025-10-21,App,Delivered,1985.29,167.52,1817.76,COD,FESTIVE
ORD_001553,CUST_01958,2025-11-17,App,Delivered,232.71,0.0,232.71,Wallet,
ORD_001554,CUST_01269,2025-12-27,App,Delivered,1762.92,136.55,1626.38,COD,
ORD_001555,CUST_01365,2025-11-11,Call Center,Delivered,506.78,0.0,506.78,COD,
ORD_001556,CUST_00783,2025-11-28,App,Delivered,1375.23,0.0,1375.23,Card,
ORD_001557,CUST_00359,2025-12-13,App,Delivered,1431.11,322.42,1108.69,Card,
ORD_001558,CUST_01588,2025-12-20,Web,In Transit,1599.99,183.61,1416.38,Apple Pay,
ORD_001559,CUST_00587,2025-10-17,Call Center,Cancelled,1460.33,0.0,1460.33,COD,
ORD_001560,CUST_01666,2025-11-26,Web,Delivered,733.4,0.0,733.4,Wallet,
ORD_001561,CUST_00653,2025-12-03,Web,Returned,861.15,155.08,706.07,Wallet,SALE20
ORD_001562,CUST_01993,2026-01-03,Call Center,Delivered,618.67,0.0,618.67,Card,
ORD_001563,CUST_00766,2025-10-15,Call Center,Delivered,383.13,0.0,383.13,COD,
ORD_001564,CUST_01948,2025-11-13,Web,Delivered,336.13,0.0,336.13,Wallet,
ORD_001565,CUST_00119,2025-10-27,App,Delivered,412.67,0.0,412.67,Apple Pay,FESTIVE
ORD_001566,CUST_01461,2025-11-26,App,Delivered,1763.77,206.66,1557.11,Apple Pay,
ORD_001567,CUST_00777,2025-10-15,Web,Delivered,1056.22,0.0,1056.22,Card,SALE20
ORD_001568,CUST_00472,2025-12-25,Web,Delivered,215.22,0.0,215.22,COD,
ORD_001569,CUST_01019,2025-10-19,Web,Delivered,662.36,36.83,625.54,Wallet,FESTIVE
ORD_001570,CUST_00971,2025-11-23,Web,Delivered,1677.04,148.68,1528.36,Wallet,FESTIVE
ORD_001571,CUST_00969,2025-12-03,App,Delivered,1944.01,0.0,1944.01,Wallet,
ORD_001572,CUST_00969,2025-11-11,Call Center,Delivered,1149.09,146.11,1002.98,Wallet,
ORD_001573,CUST_01832,2025-12-11,App,Delivered,761.77,172.76,589.02,Card,
ORD_001574,CUST_00095,2025-12-04,App,Delivered,746.73,110.61,636.13,COD,
ORD_001575,CUST_01611,2025-10-12,App,Delivered,790.71,104.8,685.91,Card,
ORD_001576,CUST_01103,2025-12-07,Call Center,In Transit,448.66,0.0,448.66,COD,
ORD_001577,CUST_01256,2025-10-17,Web,Delivered,524.66,54.29,470.36,Card,
ORD_001578,CUST_00955,2025-12-18,Web,Delivered,1703.6,125.54,1578.06,Apple Pay,
ORD_001579,CUST_01802,2025-12-05,App,In Transit,1625.08,0.0,1625.08,Wallet,SALE20
ORD_001580,CUST_00300,2025-12-05,Web,Delivered,1957.37,0.0,1957.37,Apple Pay,
ORD_001581,CUST_01941,2025-11-26,App,Delivered,1932.89,104.93,1827.96,Wallet,
ORD_001582,CUST_01788,2025-11-30,App,Cancelled,1468.85,0.0,1468.85,Card,NEW10
ORD_001583,CUST_00415,2025-11-08,App,Cancelled,289.21,0.0,289.21,Card,
ORD_001584,CUST_00253,2025-10-22,App,Delivered,1136.96,95.24,1041.73,Wallet,
ORD_001585,CUST_01450,2025-12-07,Call Center,Delivered,503.4,138.0,365.4,Apple Pay,NEW10
ORD_001586,CUST_01110,2026-01-01,App,Delivered,1408.3,0.0,1408.3,Card,
ORD_001587,CUST_00866,2025-10-08,Web,Delivered,749.14,0.0,749.14,Card,
ORD_001588,CUST_00451,2025-11-21,Web,Delivered,1239.73,79.32,1160.41,Wallet,
ORD_001589,CUST_01438,2025-10-21,App,Cancelled,1717.71,0.0,1717.71,Wallet,SALE20
ORD_001590,CUST_00063,2025-10-12,App,Delivered,1424.27,0.0,1424.27,COD,
ORD_001591,CUST_01895,2025-11-30,App,Delivered,1705.85,0.0,1705.85,COD,
ORD_001592,CUST_00566,2025-12-27,Web,Delivered,721.52,75.9,645.61,Apple Pay,
ORD_001593,CUST_00255,2025-10-16,App,Delivered,479.43,29.89,449.55,Wallet,SALE20
ORD_001594,CUST_01289,2025-12-26,Call Center,Delivered,1042.72,0.0,1042.72,Card,FESTIVE
ORD_001595,CUST_01209,2025-10-28,Call Center,Delivered,1464.14,291.72,1172.42,Apple Pay,
ORD_001596,CUST_01315,2025-11-16,App,Delivered,1185.57,0.0,1185.57,Card,
ORD_001597,CUST_00005,2025-11-30,Web,Delivered,1725.87,140.66,1585.22,Wallet,FESTIVE
ORD_001598,CUST_01755,2025-12-05,Call Center,Delivered,949.15,0.0,949.15,Apple Pay,
ORD_001599,CUST_01774,2025-12-05,Web,Delivered,1671.78,0.0,1671.78,Wallet,NEW10
ORD_001600,CUST_00532,2025-10-13,App,Delivered,1115.34,215.1,900.24,COD,FESTIVE
ORD_001601,CUST_01311,2026-01-01,Web,Delivered,274.85,0.0,274.85,Wallet,FESTIVE
ORD_001602,CUST_00523,2025-12-17,Web,Delivered,328.3,0.0,328.3,Apple Pay,NEW10
ORD_001603,CUST_00768,2025-11-23,Call Center,Delivered,833.21,0.0,833.21,COD,
ORD_001604,CUST_01792,2025-12-27,App,Delivered,1246.81,64.18,1182.63,Card,SALE20
ORD_001605,CUST_01288,2025-12-04,Web,Delivered,454.79,55.57,399.21,Wallet,
ORD_001606,CUST_00477,2025-12-06,Web,Delivered,1902.82,228.32,1674.49,COD,
ORD_001607,CUST_00279,2025-11-28,Web,Delivered,126.66,0.0,126.66,COD,
ORD_001608,CUST_01552,2025-10-19,App,Delivered,1757.58,0.0,1757.58,Card,SALE20
ORD_001609,CUST_01736,2026-01-02,App,Delivered,1226.89,0.0,1226.89,COD,FESTIVE
ORD_001610,CUST_00580,2025-12-05,Web,Delivered,820.53,212.73,607.8,Apple Pay,FESTIVE
ORD_001611,CUST_01826,2025-11-09,App,Delivered,1085.61,185.62,899.99,Wallet,
ORD_001612,CUST_01147,2025-10-29,App,Delivered,1416.39,118.31,1298.08,Apple Pay,
ORD_001613,CUST_00317,2025-11-21,Web,Cancelled,965.4,0.0,965.4,COD,
ORD_001614,CUST_00554,2025-11-29,App,Delivered,686.22,53.39,632.83,COD,NEW10
ORD_001615,CUST_01853,2025-11-08,App,Delivered,1979.98,578.34,1401.64,Apple Pay,
ORD_001616,CUST_00380,2025-11-19,App,Delivered,1652.58,0.0,1652.58,Wallet,SALE20
ORD_001617,CUST_01943,2026-01-01,Call Center,Returned,1245.67,0.0,1245.67,Apple Pay,NEW10
ORD_001618,CUST_01908,2025-10-28,Web,Returned,1162.23,0.0,1162.23,Apple Pay,
ORD_001619,CUST_00386,2025-10-11,App,Delivered,101.69,0.0,101.69,Card,
ORD_001620,CUST_00499,2025-10-10,App,In Transit,1810.82,0.0,1810.82,Wallet,
ORD_001621,CUST_01692,2025-12-09,Web,Delivered,549.53,0.0,549.53,Card,
ORD_001622,CUST_00189,2025-11-23,App,Delivered,208.67,0.0,208.67,Wallet,
ORD_001623,CUST_01966,2025-12-11,App,Delivered,1388.5,0.0,1388.5,Apple Pay,NEW10
ORD_001624,CUST_01881,2025-12-31,Web,Delivered,925.01,155.73,769.27,Apple Pay,
ORD_001625,CUST_00933,2025-11-26,Web,Delivered,1699.29,0.0,1699.29,COD,
ORD_001626,CUST_01513,2025-10-30,Call Center,Delivered,619.29,155.71,463.58,Apple Pay,SALE20
ORD_001627,CUST_01213,2025-12-30,Call Center,Delivered,1813.33,0.0,1813.33,COD,NEW10
ORD_001628,CUST_00617,2025-10-25,App,Delivered,1089.62,0.0,1089.62,Apple Pay,
ORD_001629,CUST_01342,2025-11-08,App,Returned,686.39,0.0,686.39,Card,
ORD_001630,CUST_00733,2025-10-31,App,Delivered,1123.23,0.0,1123.23,Card,SALE20
ORD_001631,CUST_00284,2025-11-07,App,Delivered,957.55,0.0,957.55,Card,
ORD_001632,CUST_01574,2025-12-09,Web,Cancelled,1607.15,444.15,1162.99,Wallet,
ORD_001633,CUST_00544,2025-10-17,Web,Delivered,1464.09,259.67,1204.43,Wallet,
ORD_001634,CUST_01707,2026-01-01,Web,Delivered,695.94,82.62,613.33,COD,
ORD_001635,CUST_00156,2025-10-17,Web,Delivered,1936.55,268.78,1667.77,Wallet,
ORD_001636,CUST_01599,2025-11-06,App,Delivered,1899.06,0.0,1899.06,Wallet,
ORD_001637,CUST_01013,2025-11-05,App,Returned,1826.57,272.17,1554.4,Card,
ORD_001638,CUST_01823,2025-12-23,App,Delivered,1026.75,104.45,922.3,Apple Pay,
ORD_001639,CUST_00298,2025-10-23,Call Center,Delivered,1534.83,430.77,1104.06,Apple Pay,
ORD_001640,CUST_01991,2025-11-14,Web,In Transit,1534.54,0.0,1534.54,COD,
ORD_001641,CUST_01983,2025-12-25,Web,Delivered,1649.97,0.0,1649.97,Wallet,
